Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
PFAI,Pinnacle Food Group Limited Class A Common Shares,$2.53,-0.03,-1.172%,29601000.00,Canada,2025,2080,Consumer Staples,Farming/Seeds/Milling
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,$16.01,0.65,4.232%,1094973659.00,Netherlands,,43358,Health Care,Biotechnology: Pharmaceutical Preparations
PHG,Koninklijke Philips N.V. NY Registry Shares,$26.81,0.56,2.133%,25504056321.00,Netherlands,,1478470,Health Care,Medical Electronics
PHUN,Phunware Inc. Common Stock,$1.82,0.02,1.111%,36740933.00,Greece,2016,149610,Technology,EDP Services
PHVS,Pharvaris N.V. Ordinary Shares,$25.70,-0.30,-1.154%,1400473749.00,Netherlands,2021,220470,Health Care,Biotechnology: Pharmaceutical Preparations
PKX,POSCO HOLDINGS INC. American Depositary Shares (Each representing 1/4th of a share of Common Stock),$57.83,2.15,3.861%,19112670888.00,South Korea,1994,273641,Industrials,Steel/Iron Ore
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),$1.63,0.02,1.242%,201150214.00,Canada,,2337528,Basic Materials,Precious Metals
PMN,ProMIS Neurosciences Inc. Common Shares (ON),$17.77,0.17,0.966%,38248930.00,Canada,,7662,Health Care,Biotechnology: Pharmaceutical Preparations
PMNT,Perfect Moment Ltd. Common Stock,$0.2108,0.0007,0.333%,9880407.00,United Kingdom,2024,245489,Consumer Discretionary,Apparel
PNR,Pentair plc. Ordinary Share,$88.44,1.95,2.255%,14292151632.00,Switzerland,,1347054,Industrials,Industrial Machinery/Components
POET,POET Technologies Inc. Common Shares,$6.06,0.13,2.192%,925429763.00,Canada,,7664941,Technology,Semiconductors
PPTA,Perpetua Resources Corp. Common Shares,$25.07,0.08,0.32%,3055348138.00,Canada,,2340098,Basic Materials,Precious Metals
PRM,Perimeter Solutions SA Common Stock,$21.08,0.39,1.885%,3150196465.00,Luxembourg,,1560821,Industrials,Major Chemicals
PROF,Profound Medical Corp. Common Stock,$5.40,0.34,6.719%,163258016.00,Canada,,308142,Health Care,Medical/Dental Instruments
PRQR,ProQR Therapeutics N.V. Ordinary Shares,$1.55,0.01,0.649%,163309649.00,Netherlands,2014,216487,Health Care,Biotechnology: Pharmaceutical Preparations
PSHG,Performance Shipping Inc. Common Shares,$1.75,-0.06,-3.315%,21756277.00,Greece,,149648,Consumer Discretionary,Marine Transportation
PSNY,Polestar Automotive Holding UK PLC Class A ADS,$17.46,0.93,5.626%,1344285069.00,Sweden,,96600,Industrials,Auto Manufacturing
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),$5.3199,0.0699,1.331%,409591188.00,Sweden,,14658,Industrials,Auto Manufacturing
PSO,Pearson Plc Common Stock,$12.82,0.08,0.628%,8150609065.00,United Kingdom,,1810427,Consumer Discretionary,Books
PUK,Prudential Public Limited Company Common Stock,$28.98,0.46,1.613%,37025412559.00,United Kingdom,,1147242,Finance,Life Insurance
PXS,Pyxis Tankers Inc. Common Stock,$4.40,0.32,7.843%,46137806.00,Greece,,86971,Consumer Discretionary,Marine Transportation
QGEN,Qiagen N.V. Common Shares,$39.49,-0.44,-1.102%,8137891996.00,Netherlands,2026,2119782,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,$3.10,0.86,38.393%,11913099.00,Canada,,1408620,Health Care,Biotechnology: Pharmaceutical Preparations
QSR,Restaurant Brands International Inc. Common Shares,$75.01,1.26,1.708%,34194076452.00,Canada,2014,3641871,Consumer Discretionary,Restaurants
QUCY,Mainz Biomed N.V. Ordinary Shares,$0.4798,-0.0472,-8.956%,6004858.00,Germany,2021,344689,Health Care,Biotechnology: Pharmaceutical Preparations
QURE,uniQure N.V. Ordinary Shares,$15.92,-0.17,-1.057%,995468175.00,Netherlands,2014,2364717,Health Care,Biotechnology: Pharmaceutical Preparations
RACE,Ferrari N.V. Common Shares,$329.16,14.53,4.618%,77005182811.00,Italy,2015,852853,Industrials,Auto Manufacturing
RBA,RB Global Inc. Common Stock,$97.22,2.24,2.358%,18052976434.00,Canada,,1254452,Real Estate,Real Estate
RCI,Rogers Communication Inc. Common Stock,$39.04,0.86,2.252%,21090355813.00,Canada,,1482050,Telecommunications,Cable & Other Pay Television Services
RCT,RedCloud Holdings plc Ordinary Shares,$0.765,0.0652,9.317%,42318539.00,United Kingdom,2025,73432,Technology,Computer Software: Programming Data Processing
REAX,The Real Brokerage Inc. Common Shares,$2.44,0.08,3.39%,518012000.00,Canada,,1142290,Finance,Real Estate
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),$33.81,0.45,1.349%,61668679106.00,United Kingdom,2015,5052248,Real Estate,Real Estate
RIBB,Ribbon Acquisition Corp Class A Ordinary Shares,$10.50,0.00,0.00%,0.00,Japan,2025,1,,
RIBBR,Ribbon Acquisition Corp Rights,$0.176,0.0028,1.617%,0.00,Japan,2025,5171,,
RIG,Transocean Ltd (Switzerland) Common Stock,$6.46,0.24,3.859%,7149609050.00,Switzerland,,47645975,Energy,Oil & Gas Production
RNW,ReNew Energy Global plc Class A Ordinary Shares,$4.95,-0.12,-2.367%,1795707263.00,United Kingdom,,873981,Utilities,Electric Utilities: Central
RNWWW,ReNew Energy Global plc Warrant,$0.005,-0.0005,-9.091%,1813846.00,United Kingdom,,3600,Utilities,Electric Utilities: Central
ROIV,Roivant Sciences Ltd. Common Shares,$27.93,0.23,0.83%,19989532756.00,United Kingdom,,4912298,Health Care,Biotechnology: Pharmaceutical Preparations
RUBI,Rubico Inc. Common Stock,$0.6279,-0.0005,-0.08%,2549226.00,Greece,,541015,Consumer Discretionary,Marine Transportation
RY,Royal Bank Of Canada Common Stock,$161.82,2.62,1.646%,225985636663.00,Canada,,1402393,Finance,Commercial Banks
RYAAY,Ryanair Holdings plc American Depositary Shares,$59.30,1.67,2.898%,31205663688.00,Ireland,1997,1641417,Consumer Discretionary,Air Freight/Delivery Services
RYOJ,rYojbaba Co. Ltd. Common Shares,$2.30,0.05,2.222%,25875000.00,Japan,2025,1798,Consumer Discretionary,Professional Services
RZLV,Rezolve AI PLC Ordinary Shares,$2.72,0.19,7.51%,1084811037.00,United Kingdom,,11914278,Technology,Computer Software: Programming Data Processing
RZLVW,Rezolve AI PLC Warrants,$0.9355,0.1055,12.711%,373103208.00,United Kingdom,,17250,Technology,Computer Software: Programming Data Processing
SA,Seabridge Gold Inc. Ordinary Shares (Canada),$25.82,1.39,5.69%,2681206508.00,Canada,,1778550,Basic Materials,Precious Metals
SAN,Banco Santander S.A. Sponsored ADR (Spain),$11.15,0.62,5.888%,164119341311.00,Spain,,15881206,Finance,Commercial Banks
SANG,Sangoma Technologies Corporation Common Shares,$4.365,0.045,1.042%,144992122.00,Canada,,2386,Technology,Computer Software: Programming Data Processing
SAP,SAP  SE ADS,$178.16,2.36,1.342%,218870313973.00,Germany,,2420258,Technology,Computer Software: Prepackaged Software
SB,Safe Bulkers Inc Common Stock ($0.001 par value),$6.27,0.22,3.636%,641074783.00,Monaco,2008,535522,Consumer Discretionary,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),$26.40,0.02,0.076%,,Monaco,,166,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),$26.58,-0.06,-0.225%,,Monaco,,5409,,
SBFM,Sunshine Biopharma Inc. Common Stock,$1.02,-0.02,-1.923%,4647064.00,Canada,,18319,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,$0.1499,0.0249,19.92%,682936.00,Canada,,1100,Health Care,Biotechnology: Pharmaceutical Preparations
SBLK,Star Bulk Carriers Corp. Common Shares,$22.82,0.49,2.194%,2545118023.00,Greece,,1228007,Consumer Discretionary,Marine Transportation
SCZM,Santacruz Silver Mining Ltd. Common Shares,$7.59,0.45,6.303%,693317066.00,Canada,,728942,,
SGML,Sigma Lithium Corporation Common Shares,$10.35,1.305,14.428%,1152824183.00,Canada,,3478283,Basic Materials,Metal Mining
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,$90.71,0.27,0.299%,263577518679.00,Netherlands,2022,12971455,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,$62.15,0.43,0.697%,31289126949.00,South Korea,,310473,Finance,Major Banks
SHIP,Seanergy Maritime Holdings Corp. Common Stock,$12.47,0.36,2.973%,260652492.00,Greece,,230793,Consumer Discretionary,Marine Transportation
SHMD,SCHMID Group N.V. Class A Ordinary Shares,$6.45,0.33,5.392%,358639131.00,Germany,,436041,Technology,Industrial Machinery/Components
SHMDW,SCHMID Group N.V. Warrants,$2.20,0.15,7.317%,122326525.00,Germany,,80594,Technology,Industrial Machinery/Components
SHOP,Shopify Inc. Class A Subordinate Voting Shares,$121.10,4.32,3.699%,157927887270.00,Canada,,8785337,Technology,Computer Software: Prepackaged Software
SKM,SK Telecom Co. Ltd. Common Stock,$28.88,0.44,1.547%,11077790400.00,South Korea,,790682,Telecommunications,Telecommunications Equipment
SLB,SLB Limited Common Shares,$49.25,2.62,5.619%,74001156535.00,France,,25770349,Energy,Oilfield Services/Equipment
SLF,Sun Life Financial Inc. Common Stock,$63.15,1.08,1.74%,34977103505.00,Canada,,553799,Finance,Life Insurance
SLI,Standard Lithium Ltd. Common Shares,$3.60,0.22,6.509%,857797301.00,Canada,2021,2274112,Industrials,Major Chemicals
SLMT,Brera Holdings PLC Class B Ordinary Shares,$0.8825,0.1038,13.33%,72360380.00,Ireland,2023,635085,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLN,Silence Therapeutics Plc American Depository Share,$5.775,-0.395,-6.402%,270270000.00,United Kingdom,,431752,Health Care,Biotechnology: Pharmaceutical Preparations
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),$19.53,0.45,2.358%,126438699651.00,Japan,,2745144,Finance,Commercial Banks
SMTK,SmartKem Inc. Common Stock,$0.259,0.012,4.858%,1771479.00,United Kingdom,,165485,Technology,Semiconductors
SMX,SMX (Security Matters) Public Limited Company Ordinary Shares,$9.11,1.41,18.312%,26374024.00,Ireland,,867462,Technology,Industrial Machinery/Components
SMXWW,SMX (Security Matters) Public Limited Company Warrant,$0.0499,0.0035,7.543%,144464.00,Ireland,,14222,Technology,Industrial Machinery/Components
SNDL,SNDL Inc. Common Shares,$1.36,0.01,0.741%,352512000.00,Canada,2019,1018148,Health Care, Medicinal Chemicals and Botanical Products 
SNN,Smith & Nephew SNATS Inc. Common Stock,$31.94,0.00,0.00%,13570092599.00,United Kingdom,,571482,Health Care,Industrial Specialties
SNT,Senstar Technologies Corporation Common Shares,$2.95,-0.02,-0.673%,68813626.00,Canada,,27464,Telecommunications,Telecommunications Equipment
SNY,Sanofi ADS,$44.77,0.17,0.381%,109187502176.00,France,,3147221,Health Care,Biotechnology: Pharmaceutical Preparations
SOBO,South Bow Corporation Common Shares,$33.76,0.28,0.836%,7040955182.00,Canada,2024,970463,Energy,Natural Gas Distribution
SONY,Sony Group Corporation American Depositary Shares ,$20.68,0.46,2.275%,124597047461.00,Japan,,4935519,Consumer Staples,Consumer Electronics/Appliances
SOPH,SOPHiA GENETICS SA Ordinary Shares,$5.19,0.23,4.637%,371960563.00,Switzerland,2021,296617,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPOT,Spotify Technology S.A. Ordinary Shares,$492.39,17.85,3.762%,101349877970.00,Luxembourg,2018,1871061,Consumer Discretionary,Broadcasting
SQNS,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares),$3.01,0.01,0.333%,43140650.00,France,,38626,Technology,Semiconductors
SRAD,Sportradar Group AG Class A Ordinary Shares,$19.53,-0.08,-0.408%,5848452355.00,Switzerland,2021,2166040,Technology,Computer Software: Programming Data Processing
SRL,Scully Royalty Ltd.,$7.72,0.14,1.847%,117547430.00,Canada,,37177,Finance,Commercial Banks
SSM,Sono Group N.V. Ordinary Shares,$6.29,0.05,0.801%,,Germany,,2804,,
SSRM,SSR Mining Inc. Common Stock,$24.27,1.28,5.568%,4926837644.00,Canada,,4558817,Industrials,Precious Metals
ST,Sensata Technologies Holding plc Ordinary Shares,$34.59,1.41,4.25%,5043206227.00,Netherlands,2010,1129154,Industrials,Industrial Machinery/Components
STGW,Stagwell Inc. Class A Common Stock,$6.22,0.14,2.303%,1576474886.00,Canada,,1371021,Consumer Discretionary,Advertising
STKE,Sol Strategies Inc. Common Shares,$1.20,0.02,1.695%,38325599.00,Canada,,434274,,
STKL,SunOpta Inc. Common Stock,$6.48,-0.02,-0.308%,767050826.00,Canada,,1271736,Industrials,Farming/Seeds/Milling
STLA,Stellantis N.V. Common Shares,$6.59,0.26,4.107%,19094414262.00,United Kingdom,2014,24624415,Industrials,Auto Manufacturing
STM,STMicroelectronics N.V. Common Stock,$31.66,0.80,2.592%,28138399692.00,Switzerland,,7821499,Technology,Semiconductors
STN,Stantec Inc Common Stock,$89.03,2.35,2.711%,10155384565.00,Canada,,483501,Consumer Discretionary,Military/Government/Technical
STNG,Scorpio Tankers Inc. Common Shares,$70.68,2.70,3.972%,3658593997.00,Monaco,2010,2015790,Consumer Discretionary,Marine Transportation
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),$404.02,-7.21,-1.753%,88105880529.00,Ireland,2002,3864803,Technology,Electronic Components
SU,Suncor Energy  Inc. Common Stock,$63.19,-0.52,-0.816%,75000902741.00,Canada,,6571350,Energy,Integrated oil Companies
SUMAU,SUMA Acquisition Corporation Units,$9.98,-0.02,-0.20%,0.00,Canada,2026,2289,Finance,Blank Checks
SUUN,PowerBank Corporation Common Stock,$0.641,0.0507,8.589%,25920693.00,Canada,,503918,Utilities,Power Generation
SVM,Silvercorp Metals Inc. Common Shares,$9.36,0.23,2.519%,2061789996.00,Canada,,7045287,Basic Materials,Precious Metals
SVRN,OceanPal Inc. Common Stock,$0.2282,-0.0186,-7.536%,24990362.00,Greece,,2409985,Consumer Discretionary,Marine Transportation
SW,Smurfit WestRock plc Ordinary Shares,$38.70,2.49,6.877%,20288619545.00,Ireland,2024,7766120,Consumer Discretionary,Containers/Packaging
TAC,TransAlta Corporation Ordinary Shares,$12.03,0.25,2.122%,3570504000.00,Canada,,2142307,Utilities,Electric Utilities: Central
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),$17.86,0.03,0.168%,56210765355.00,Japan,2018,3335130,Health Care,Biotechnology: Pharmaceutical Preparations
TAP,Molson Coors Beverage Company Class B Common Stock,$41.94,0.54,1.304%,7881724016.00,Canada,,2718727,Consumer Staples,Beverages (Production/Distribution)
TCPA,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085,$23.90,0.30,1.271%,0.00,Canada,2025,38618,Utilities,Natural Gas Distribution
TCX,Tucows Inc. Class A Common Stock,$16.20,0.26,1.631%,180289346.00,Canada,,48621,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,$93.63,1.64,1.783%,156252522845.00,Canada,,2784762,Finance,Commercial Banks
TE,T1 Energy Inc. Common Stock,$6.84,0.24,3.636%,1768041217.00,Luxembourg,2021,10396220,Miscellaneous,Industrial Machinery/Components
TECK,Teck Resources Ltd Ordinary Shares,$48.22,2.86,6.305%,23541004000.00,Canada,,5336392,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TEL,TE Connectivity plc Ordinary Shares,$200.79,4.95,2.528%,58918667676.00,Ireland,,2046115,Technology,Electronic Components
TEN,Tsakos Energy Navigation Ltd Common Shares,$38.04,2.36,6.614%,1146054018.00,Greece,,1074110,Consumer Discretionary,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$25.60,-0.49,-1.878%,,Greece,,22716,,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,$26.77,-0.17,-0.631%,,Greece,,10034,,
TFII,TFI International Inc. Common Shares,$104.52,5.39,5.437%,8586425865.00,Canada,,722979,Industrials,Trucking Freight/Courier Services
TFPM,Triple Flag Precious Metals Corp. Common Shares,$31.65,1.10,3.601%,6537959996.00,Canada,2022,992525,Industrials,Precious Metals
TGB,Taseko Mines Ltd. Common Stock,$5.94,0.21,3.665%,2165469471.00,Canada,,6966924,Basic Materials,Precious Metals
THH,TryHard Holdings Limited Ordinary Shares,$0.405,0.0045,1.124%,21726731.00,Japan,2025,164963,Consumer Discretionary,Services-Misc. Amusement & Recreation
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),$2.04,0.06,3.03%,532598045.00,Canada,,1580601,Basic Materials,Metal Mining
TIGO,Millicom International Cellular S.A. Common Stock,$74.55,2.57,3.57%,12829779538.00,Luxembourg,,1241923,Telecommunications,Telecommunications Equipment
TKLF,Tokyo Lifestyle Co. Ltd. American Depositary Shares,$2.41,0.0312,1.312%,10201002.00,Japan,2022,2342,Consumer Discretionary,Other Specialty Stores
TLSA,Tiziana Life Sciences Ltd. Common Shares,$1.35,0.14,11.57%,171799827.00,United Kingdom,2018,385495,Health Care,Biotechnology: Pharmaceutical Preparations
TM,Toyota Motor Corporation Common Stock,$210.64,5.62,2.741%,274862656675.00,Japan,,232563,Industrials,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,$5.06,0.03,0.596%,2092269748.00,Canada,,6181316,Basic Materials,Metal Mining
TMCWW,TMC the metals company Inc. Warrants,$0.5699,0.0399,7.528%,235649116.00,Canada,,155055,Basic Materials,Metal Mining
TMQ,Trilogy Metals Inc. Common Stock,$3.42,0.20,6.211%,590106085.00,Canada,,3248148,Basic Materials,Precious Metals
TOPS,TOP Ships Inc. Common Stock,$3.32,0.18,5.732%,15358974.00,Greece,,74079,Consumer Discretionary,Marine Transportation
TOYO,TOYO Co. Ltd Ordinary Shares,$8.21,-0.12,-1.441%,310124515.00,Japan,,31197,Consumer Discretionary,Miscellaneous manufacturing industries
TRIB,Trinity Biotech plc American Depositary Shares,$0.604,-0.0327,-5.136%,11413105.00,Ireland,1992,576984,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRMD,TORM plc Class A Common Stock,$26.61,0.90,3.501%,2696463333.00,United Kingdom,,744484,Consumer Discretionary,Marine Transportation
TRP,TC Energy Corporation Common Stock,$63.93,0.58,0.916%,66598202746.00,Canada,,4115434,Utilities,Natural Gas Distribution
TRVG,trivago N.V. American Depositary Shares,$2.67,-0.05,-1.838%,188554530.00,Germany,2016,32841,Technology,EDP Services
TRX,TRX Gold Corporation Common Stock,$1.33,0.05,3.906%,383482329.00,Canada,,4701999,Basic Materials,Precious Metals
TS,Tenaris S.A. American Depositary Shares,$57.11,1.29,2.311%,30961392443.00,Luxembourg,,2832478,Industrials,Steel/Iron Ore
TSAT,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,$40.71,3.65,9.849%,1472059189.00,Canada,,172804,Industrials,Metal Fabrications
TT,Trane Technologies plc,$424.94,14.58,3.553%,94052779711.00,Ireland,,1090611,Industrials,Auto Parts:O.E.M.
TTE,TotalEnergies SE Ordinary Shares,$89.14,0.39,0.439%,194491161209.00,France,,2879275,Energy,Oil & Gas Production
TU,Telus Corporation Ordinary Shares,$13.19,0.07,0.534%,20589590000.00,Canada,,4781542,Telecommunications,Telecommunications Equipment
TURB,Turbo Energy S.A. American Depositary Shares,$1.96,-0.22,-10.092%,21593594.00,Spain,2023,1049995,Miscellaneous,Industrial Machinery/Components
TX,Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),$38.32,0.84,2.241%,7682176862.00,Luxembourg,,95552,Industrials,Steel/Iron Ore
UBS,UBS Group AG Registered Ordinary Shares,$37.54,0.81,2.205%,116062387630.00,Switzerland,2014,3367062,Finance,Major Banks
UEC,Uranium Energy Corp. Common Stock,$12.51,0.42,3.474%,6132661995.00,Canada,,10428010,Basic Materials,Other Metals and Minerals
UL,Unilever PLC American Depositary Shares (each representing One Ordinary Share),$61.07,-0.41,-0.667%,136346738528.00,United Kingdom,2025,5502347,Consumer Discretionary,Package Goods/Cosmetics
URG,Ur Energy Inc Common Shares (Canada),$1.50,0.05,3.448%,595992329.00,Canada,,13041306,Basic Materials,Precious Metals
UROY,Uranium Royalty Corp. Common Stock,$3.37,0.08,2.432%,493629199.00,Canada,,2298776,Finance,Investment Bankers/Brokers/Service
USAS,Americas Gold and Silver Corporation Common Shares no par value,$5.92,0.54,10.037%,1619887250.00,Canada,2017,7292810,Basic Materials,Metal Mining
USEA,United Maritime Corporation Common Stock,$1.99,0.02,1.015%,17600091.00,Greece,,97873,Consumer Discretionary,Marine Transportation
UUUU,Energy Fuels Inc Ordinary Shares (Canada),$17.79,1.04,6.209%,4298170740.00,Canada,,11344055,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VALN,Valneva SE American Depositary Shares,$6.49,-3.83,-37.112%,562733051.00,France,2021,771346,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VBNK,VersaBank Common Shares,$13.66,0.28,2.093%,438068646.00,Canada,,16052,Finance,Commercial Banks
VEON,VEON Ltd. ADS,$48.99,-0.325,-0.659%,3623674047.00,Netherlands,,51997,Telecommunications,Telecommunications Equipment
VET,Vermilion Energy Inc. Common (Canada),$13.04,-0.85,-6.12%,1994468000.00,Canada,,5051372,Energy,Oil & Gas Production
VFF,Village Farms International Inc. Common Shares,$2.68,0.14,5.512%,308479846.00,Canada,,1536421,,
VIVO,VivoPower PLC Ordinary Shares,$2.34,0.10,4.464%,39195573.00,United Kingdom,,364000,Utilities,Power Generation
VMAR,Vision Marine Technologies Inc. Common Shares,$2.13,0.04,1.914%,2121561.00,Canada,2020,50386,Industrials,Marine Transportation
VMET,Versamet Royalties Corporation Common Stock,$10.22,0.17,1.692%,1079695211.00,Canada,,266342,,
VOD,Vodafone Group Plc American Depositary Shares,$14.48,0.15,1.047%,34403044134.00,United Kingdom,,3922809,Telecommunications,Telecommunications Equipment
VOXR,Vox Royalty Corp. Common Stock,$4.91,0.03,0.615%,335200417.00,Canada,,834086,Basic Materials,Precious Metals
VRAX,Virax Biolabs Group Limited Ordinary Shares,$0.1765,0.0033,1.905%,1310236.00,United Kingdom,2022,101596,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VS,Versus Systems Inc. Common Stock,$1.15,0.05,4.545%,5636929.00,Canada,,20398,Technology,EDP Services
VTEX,VTEX Class A Common Shares,$3.88,0.19,5.149%,738610985.00,United Kingdom,2021,1242713,Technology,Computer Software: Prepackaged Software
VZLA,Vizsla Silver Corp. Common Shares,$3.10,0.10,3.333%,1083446389.00,Canada,2024,10524834,Basic Materials,Precious Metals
WBX,Wallbox N.V. Class A Ordinary Shares,$2.59,0.02,0.778%,42289507.00,Spain,,11582,Consumer Discretionary,Industrial Specialties
WCN,Waste Connections Inc. Common Shares,$162.30,-0.29,-0.178%,41876546835.00,Canada,,1365506,Utilities,Environmental Services
WF,Woori Financial Group Inc. American Depositary Shares (each representing three (3) shares of Common Stock),$66.48,0.23,0.347%,16426932241.00,South Korea,,141593,Finance,Commercial Banks
WKEY,WISeKey International Holding Ltd American Depositary Shares,$6.46,0.35,5.728%,58850303.00,Switzerland,,80901,Technology,EDP Services
WKSP,Worksport Ltd. Common Stock,$1.25,0.00,0.00%,12268581.00,Canada,,152576,Consumer Discretionary,Auto Parts:O.E.M.
WPM,Wheaton Precious Metals Corp Common Shares (Canada),$119.88,5.26,4.589%,54429950525.00,Canada,,3814726,Basic Materials,Precious Metals
WPP,WPP plc American Depositary Shares,$15.33,0.22,1.456%,3307608036.00,Ireland,,495284,Consumer Discretionary,Advertising
WPRT,Westport Fuel Systems Inc Common Shares,$1.87,0.005,0.268%,32446379.00,Canada,2008,100684,Industrials,Industrial Machinery/Components
WRN,Western Copper and Gold Corporation Common Stock,$2.44,0.12,5.172%,493017679.00,Canada,2011,1609455,Basic Materials,Metal Mining
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,$293.43,2.18,0.748%,27742604317.00,United Kingdom,,461163,Finance,Specialty Insurers
XCH,XCHG Limited American Depositary Share,$1.16,-0.04,-3.333%,68963784.00,Germany,2024,18547,Industrials,Electrical Products
XENE,Xenon Pharmaceuticals Inc. Common Shares,$54.42,-0.52,-0.946%,4527216997.00,Canada,2014,1558130,Health Care,Biotechnology: Pharmaceutical Preparations
XRTX,XORTX Therapeutics Inc. Common Stock,$0.405,0.01,2.532%,2819698.00,Canada,,31927,Health Care,Biotechnology: Pharmaceutical Preparations
ZENA,ZenaTech Inc. Common Stock,$2.49,0.08,3.32%,140214104.00,Canada,,1727274,Technology,Computer Software: Prepackaged Software
ZSTK,ZeroStack Corp. Common Stock,$8.59,-1.05,-10.892%,20880641.00,Canada,2021,34490,Health Care,Biotechnology: Pharmaceutical Preparations
ZTEK,Zentek Ltd. Common Stock,$0.571,-0.0312,-5.181%,61407370.00,Canada,,76583,Industrials,Major Chemicals
